t_s,gear,rpm,speed_kmh,throttle_pct,load_pct,coolant_c,oil_c,fuel_pct,baro_kpa,voltage_v,timing_deg
82.546,1,1617.0,15.0,14.9,22.4,81.0,52.0,,,,
82.752,1,1625.0,16.0,14.9,,,,46.7,100.0,13.8,
82.959,1,1673.5,16.0,14.9,22.0,82.0,,,,,50.0
83.151,1,1720.0,16.0,14.9,,,52.0,46.7,100.0,,
83.340,1,1747.5,17.0,15.3,21.6,,,,,13.7,51.5
83.545,1,1797.0,17.0,15.3,,82.0,52.0,46.7,,,
83.830,1,1820.0,17.0,13.3,,,,,100.0,13.8,0.0
84.061,1,1567.5,17.0,14.1,4.7,82.0,52.0,,,,
84.325,1,1340.0,17.0,13.3,,,,46.7,100.0,13.7,
84.532,1,972.0,17.0,12.9,6.7,82.0,,,,,-3.0
84.711,1,841.5,17.0,12.2,,,52.0,46.7,100.0,,
84.890,1,841.5,17.0,12.2,12.2,,,,,13.7,3.5
85.052,1,794.5,16.0,11.8,,82.0,52.0,46.7,,,
85.282,0,770.5,16.0,11.8,,,,,100.0,13.8,6.0
85.456,0,752.0,16.0,11.8,14.9,82.0,52.0,,,,
85.711,0,730.5,16.0,11.8,,,,46.7,100.0,13.7,
85.879,0,735.0,16.0,11.8,14.9,82.0,,,,,7.5
86.149,0,721.5,16.0,11.8,,,52.0,46.7,100.0,,
86.351,0,701.5,15.0,11.8,15.3,,,,,13.8,9.0
86.556,0,697.5,15.0,11.8,,82.0,52.0,46.7,,,
86.789,0,666.0,15.0,12.2,,,,,100.0,13.6,12.0
87.070,0,694.0,15.0,11.4,16.1,83.0,52.0,,,,
87.291,0,674.5,15.0,11.8,,,,46.7,100.0,13.8,
87.492,0,674.5,15.0,11.8,15.7,83.0,,,,,7.5
87.699,0,679.5,15.0,11.8,,,52.0,46.7,100.0,,
87.949,0,691.5,15.0,12.5,18.8,,,,,13.7,11.0
88.276,0,645.5,14.0,12.9,,83.0,52.0,46.7,,,
88.433,0,673.5,14.0,11.8,,,,,100.0,13.8,4.5
88.630,0,653.0,14.0,12.2,19.2,83.0,52.0,,,,
88.859,0,674.5,14.0,11.4,,,,46.7,100.0,13.8,
89.120,0,658.0,13.0,11.8,18.8,83.0,,,,,9.0
89.301,0,664.5,12.0,12.2,,,52.0,46.7,100.0,,
89.509,0,674.5,12.0,11.8,16.9,,,,,13.8,5.0
89.708,0,693.0,11.0,12.2,,84.0,52.0,46.7,,,
89.914,0,669.0,11.0,11.8,,,,,100.0,13.8,6.0
90.090,0,677.0,11.0,11.8,18.0,84.0,52.0,,,,
90.356,0,671.0,10.0,12.2,,,,46.7,100.0,13.8,
90.530,0,672.0,10.0,12.2,18.0,84.0,,,,,6.5
90.682,0,672.0,10.0,12.2,,,52.0,46.7,100.0,,
90.842,0,674.5,9.0,12.2,18.0,,,,,13.8,7.5
91.021,0,691.0,9.0,11.8,,85.0,52.0,46.7,,,
91.161,0,689.5,9.0,12.2,,,,,100.0,13.8,5.0
91.366,0,678.5,8.0,11.8,17.6,85.0,52.0,,,,
91.567,0,713.5,8.0,11.4,,,,46.7,100.0,13.8,
91.772,0,694.5,7.0,12.2,16.5,85.0,,,,,5.0
91.974,0,673.0,7.0,12.2,,,52.0,46.7,100.0,,
92.206,0,687.0,6.0,11.8,17.6,,,,,13.8,6.5
92.385,0,683.0,6.0,12.2,,85.0,52.0,46.7,,,
92.587,0,696.5,5.0,11.4,,,,,100.0,13.7,6.5
92.721,0,691.0,5.0,12.2,16.9,85.0,52.0,,,,
92.900,0,691.0,4.0,11.8,,,,46.7,100.0,13.7,
93.033,0,681.5,4.0,12.2,18.0,85.0,,,,,6.5
93.135,0,684.5,3.0,12.2,,,52.0,46.7,100.0,,
93.339,0,703.5,3.0,11.4,16.1,,,,,13.7,4.5
93.541,0,700.5,2.0,12.2,,85.0,52.0,46.7,,,
93.744,0,682.0,1.0,11.8,,,,,100.0,13.7,5.0
93.951,0,694.5,1.0,11.8,16.1,86.0,52.0,,,,
94.216,0,672.0,0.0,12.2,,,,46.7,100.0,13.7,
94.441,0,690.5,0.0,12.2,16.9,86.0,,,,,5.0
94.714,0,671.5,0.0,11.8,,,52.0,46.7,100.0,,
94.982,0,681.0,0.0,12.2,17.6,,,,,13.7,6.5
95.140,0,680.0,0.0,11.8,,86.0,52.0,46.7,,,
95.330,0,680.0,0.0,12.2,,,,,100.0,13.8,6.5
95.510,0,682.5,0.0,11.4,16.9,86.0,52.0,,,,
95.672,0,682.5,0.0,12.2,,,,46.7,100.0,13.8,
95.874,0,702.0,0.0,11.8,17.3,86.0,,,,,3.5
96.166,0,692.5,0.0,11.8,,,52.0,46.7,100.0,,
96.351,0,682.5,0.0,11.8,16.9,,,,,13.8,9.0
96.491,0,696.5,0.0,11.8,,86.0,52.0,46.7,,,
96.683,0,696.5,0.0,11.4,,,,,100.0,13.8,4.5
96.905,0,695.0,0.0,12.2,16.1,86.0,52.0,,,,
97.046,0,709.0,0.0,11.8,,,,46.7,100.0,13.7,
97.267,0,688.5,0.0,12.2,16.1,86.0,,,,,6.5
97.516,0,691.5,0.0,11.8,,,52.0,46.7,100.0,,
97.651,0,700.5,0.0,12.5,18.8,,,,,13.7,10.5
97.795,0,683.0,0.0,11.8,,86.0,52.0,46.7,,,
98.071,0,673.5,0.0,12.2,,,,,100.0,13.8,6.5
98.260,0,676.5,0.0,11.8,16.9,86.0,52.0,,,,
98.430,0,673.5,0.0,11.8,,,,46.7,100.0,13.8,
98.591,0,654.5,0.0,12.5,18.8,86.0,,,,,11.0
98.766,0,695.5,0.0,11.4,,,52.0,46.7,100.0,,
99.000,0,688.5,0.0,12.2,16.9,,,,,13.8,5.0
99.176,0,674.0,0.0,12.2,,86.0,52.0,46.7,,,
99.341,0,683.0,0.0,11.8,,,,,100.0,13.7,5.0
99.525,0,687.0,0.0,12.2,17.3,86.0,52.0,,,,
99.710,0,695.0,0.0,11.8,,,,46.7,100.0,13.7,
99.911,0,695.0,0.0,12.2,15.7,86.0,,,,,5.0
100.116,0,701.5,0.0,12.2,,,52.0,46.7,100.0,,
100.317,0,701.0,0.0,12.5,16.5,,,,,13.8,6.0
100.561,0,696.0,0.0,11.8,,86.0,52.0,46.7,,,
100.811,0,688.5,0.0,12.5,,,,,100.0,13.7,5.0
101.002,0,687.5,0.0,12.2,15.7,86.0,52.0,,,,
101.166,0,684.0,0.0,12.5,,,,46.7,100.0,13.8,
101.351,0,688.0,0.0,12.2,16.1,86.0,,,,,6.0
101.546,0,689.5,0.0,12.5,,,52.0,46.7,100.0,,
101.732,0,672.0,0.0,12.5,17.3,,,,,13.8,8.0
101.916,0,672.0,0.0,12.2,,86.0,52.0,46.7,,,
102.121,0,671.0,0.0,12.2,,,,,100.0,13.8,7.5
102.349,0,683.0,0.0,12.5,18.4,86.0,52.0,,,,
102.551,0,667.5,0.0,12.5,,,,46.7,100.0,13.7,
102.709,0,770.0,0.0,20.8,36.9,86.0,,,,,18.0
102.911,0,770.0,0.0,12.5,,,52.0,46.7,100.0,,
103.122,0,1093.5,0.0,16.1,18.4,,,,,13.8,3.0
103.282,0,1327.0,1.0,15.7,,86.0,52.0,46.7,,,
103.484,0,1295.5,1.0,15.7,,,,,100.0,13.8,9.5
103.671,0,1270.0,2.0,15.7,19.6,86.0,52.0,,,,
103.886,0,1307.0,2.0,17.6,,,,46.7,100.0,13.7,
104.118,0,1433.0,3.0,17.3,23.1,86.0,,,,,6.0
104.401,0,1428.0,4.0,17.3,,,52.0,46.7,100.0,,
104.609,0,1380.0,5.0,16.9,29.0,,,,,13.8,15.5
104.879,0,1394.0,6.0,16.9,,86.0,52.0,46.7,,,
105.042,0,1386.5,7.0,16.9,,,,,100.0,13.8,12.0
105.206,0,1356.0,8.0,17.3,29.4,86.0,52.0,,,,
105.389,0,1347.5,8.0,17.6,,,,46.7,100.0,13.7,
105.596,0,1328.0,9.0,18.0,32.9,86.0,,,,,13.5
105.800,0,1315.0,10.0,18.0,,,52.0,46.7,100.0,,
106.007,0,1271.5,10.0,17.6,39.2,,,,,13.8,14.0
106.291,0,1228.5,11.0,18.0,,86.0,52.0,46.7,,,
106.522,0,1242.0,12.0,17.6,,,,,100.0,13.7,9.0
106.691,0,1289.5,13.0,18.4,35.7,87.0,52.0,,,,
106.866,0,1377.0,13.0,18.4,,,,46.7,100.0,13.7,
107.067,0,1428.0,14.0,18.0,40.0,87.0,,,,,15.5
107.255,0,1490.5,14.0,18.0,,,52.0,46.7,100.0,,
107.442,0,1588.0,15.0,18.0,37.6,,,,,13.8,18.0
107.737,1,1630.0,16.0,18.0,,87.0,52.0,46.7,,,
107.960,1,1681.5,16.0,18.0,,,,,100.0,13.8,16.5
108.212,1,1798.5,17.0,18.4,33.7,87.0,52.0,,,,
108.482,1,1805.0,18.0,18.8,,,,46.7,100.0,13.8,
108.666,1,1911.0,18.0,19.2,35.7,87.0,,,,,26.0
108.917,1,1953.0,19.0,19.2,,,52.0,46.7,100.0,,
109.111,1,2119.5,20.0,18.8,34.9,,,,,13.8,45.0
109.299,1,2119.5,21.0,18.8,,88.0,52.0,46.7,,,
109.483,1,2179.5,21.0,18.8,,,,,100.0,13.8,47.0
109.701,1,2251.5,22.0,18.8,31.4,88.0,52.0,,,,
109.962,1,2308.5,23.0,13.3,,,,46.7,100.0,13.7,
110.142,1,1981.0,22.0,14.9,4.7,88.0,,,,,3.0
110.379,1,1750.0,21.0,14.9,,,52.0,46.7,100.0,,
110.645,0,1546.0,20.0,14.1,8.6,,,,,13.6,-2.5
110.899,0,1436.0,20.0,18.4,,88.0,52.0,46.7,,,
111.102,0,1286.5,20.0,21.6,,,,,100.0,13.7,30.5
111.370,0,1296.0,21.0,19.2,52.9,88.0,52.0,,,,
111.617,0,1310.0,22.0,19.6,,,,46.7,100.0,13.7,
111.883,0,1349.0,23.0,20.8,54.5,88.0,,,,,26.0
112.070,0,1399.5,23.0,20.8,,,52.0,46.7,100.0,,
112.279,0,1450.5,24.0,22.0,57.6,,,,,13.7,26.0
112.525,2,1511.0,25.0,21.6,,89.0,52.0,46.7,,,
112.641,2,1555.5,26.0,21.6,,,,,100.0,13.7,23.0
112.816,2,1590.0,26.0,21.6,56.5,89.0,52.0,,,,
113.056,2,1645.0,27.0,21.6,,,,46.7,100.0,13.7,
113.260,2,1693.0,28.0,21.6,54.9,89.0,,,,,29.0
113.466,2,1723.0,29.0,21.6,,,52.0,46.7,100.0,,
113.775,2,1757.0,30.0,22.0,53.7,,,,,13.6,30.5
114.026,2,1861.5,31.0,22.0,,89.0,52.0,46.7,,,
114.201,2,1885.0,31.0,22.0,,,,,100.0,13.6,33.0
114.369,2,1939.5,32.0,22.0,52.2,89.0,52.0,,,,
114.560,2,1948.0,32.0,22.4,,,,46.7,100.0,13.6,
114.762,2,1990.0,33.0,22.7,52.2,89.0,,,,,32.0
115.107,2,2020.0,33.0,22.7,,,52.0,46.7,100.0,,
115.311,2,2074.5,35.0,23.1,52.2,,,,,13.6,33.0
115.567,2,2135.5,35.0,24.7,,89.0,52.0,46.7,,,
115.757,2,2212.0,36.0,25.1,,,,,100.0,13.6,24.5
116.083,2,2234.5,37.0,25.5,54.9,89.0,52.0,,,,
116.375,2,2347.0,39.0,25.5,,,,46.7,100.0,13.6,
116.616,2,2405.5,40.0,25.9,55.3,89.0,,,,,33.0
116.817,2,2478.5,41.0,25.9,,,53.0,46.7,100.0,,
117.021,2,2495.5,42.0,24.7,54.5,,,,,13.6,33.5
117.290,2,2744.5,43.0,25.1,,89.0,53.0,46.7,,,
117.460,2,2647.5,44.0,25.1,,,,,100.0,13.6,27.0
117.706,2,2692.5,45.0,25.1,50.2,89.0,53.0,,,,
117.911,2,2834.5,47.0,28.2,,,,46.7,100.0,13.6,
118.114,2,2834.5,48.0,28.6,60.8,89.0,,,,,30.0
118.302,2,2920.5,49.0,28.2,,,53.0,46.7,100.0,,
118.512,2,3005.0,51.0,27.8,59.6,,,,,13.6,35.0
118.679,2,3073.5,52.0,28.2,,89.0,53.0,46.7,,,
118.883,2,3167.0,53.0,28.2,,,,,100.0,13.6,35.0
119.084,2,3245.5,54.0,28.2,60.4,89.0,53.0,,,,
119.313,2,3316.0,56.0,28.2,,,,46.7,100.0,13.6,
119.546,2,3449.0,57.0,28.6,62.0,89.0,,,,,35.0
119.779,2,3527.0,58.0,28.6,,,53.0,45.1,100.0,,
120.049,2,3601.5,60.0,29.0,62.4,,,,,13.6,36.5
120.251,2,3680.0,61.0,27.1,,89.0,53.0,45.1,,,
120.435,2,3729.5,62.0,25.1,,,,,100.0,13.6,39.0
120.641,2,3764.0,63.0,24.3,43.5,88.0,53.0,,,,
120.810,2,3787.5,63.0,23.1,,,,45.1,100.0,13.6,
120.971,2,3796.0,63.0,20.8,33.3,85.0,,,,,45.5
121.172,2,3799.0,63.0,21.2,,,54.0,45.1,100.0,,
121.337,2,3779.0,63.0,20.4,26.3,,,,,13.6,48.5
121.606,2,3753.5,62.0,21.2,,82.0,54.0,45.1,,,
121.882,2,3750.0,62.0,21.2,,,,,100.0,13.6,46.5
122.055,2,3738.5,62.0,17.3,20.0,79.0,54.0,,,,
122.259,2,3721.5,62.0,17.3,,,,45.1,100.0,13.7,
122.401,2,3705.5,61.0,18.0,14.1,78.0,,,,,50.0
122.605,2,3688.5,61.0,18.4,,,54.0,45.1,100.0,,
122.800,2,3660.5,61.0,18.4,15.3,,,,,13.7,48.5
123.009,2,3625.5,60.0,18.4,,77.0,54.0,45.1,,,
123.149,2,3566.5,59.0,17.6,,,,,100.0,13.6,30.0
123.390,2,3473.5,58.0,18.0,5.9,76.0,54.0,,,,
123.624,2,3458.0,57.0,21.6,,,,45.1,100.0,13.7,
123.830,2,3353.5,55.0,19.2,0.0,75.0,,,,,2.0
124.001,2,3257.5,54.0,18.8,,,54.0,45.1,100.0,,
124.176,2,3177.5,53.0,19.2,0.0,,,,,13.7,3.0
124.446,2,3087.0,51.0,19.2,,74.0,55.0,45.1,,,
124.650,2,3007.0,49.0,18.8,,,,,100.0,13.7,2.0
124.816,2,2919.0,48.0,18.8,0.0,74.0,55.0,,,,
125.021,2,2843.5,47.0,18.8,,,,45.1,100.0,13.7,
125.271,2,2757.0,45.0,18.4,0.0,74.0,,,,,3.5
125.475,2,2677.0,44.0,18.4,,,55.0,46.7,100.0,,
125.677,2,2593.5,42.0,18.0,0.0,,,,,13.7,4.5
125.949,2,2509.5,40.0,18.0,,73.0,55.0,46.7,,,
126.241,2,2349.0,39.0,17.6,,,,,100.0,13.7,2.0
126.507,2,2274.5,37.0,14.1,0.0,73.0,55.0,,,,
126.710,2,2153.0,35.0,15.3,,,,46.7,100.0,13.7,
126.906,2,2153.0,35.0,15.3,14.9,72.0,,,,,30.0
127.110,2,2081.0,34.0,15.3,,,55.0,46.7,100.0,,
127.306,2,2042.5,33.0,15.3,16.1,,,,,13.7,45.0
127.545,2,2015.0,33.0,15.7,,72.0,55.0,46.7,,,
127.777,2,1961.5,31.0,24.3,,,,,100.0,13.7,42.5
127.983,2,2692.5,31.0,10.2,9.8,72.0,56.0,,,,
128.210,2,2559.5,30.0,16.9,,,,46.7,100.0,13.7,
128.444,0,2356.0,28.0,16.1,5.5,72.0,,,,,1.5
128.649,0,2170.5,27.0,15.7,,,56.0,46.7,100.0,,
128.852,0,2292.5,26.0,16.1,3.9,,,,,13.7,2.0
129.094,0,2151.0,25.0,15.3,,72.0,56.0,46.7,,,
129.326,0,1973.0,24.0,14.9,,,,,100.0,13.7,3.0
129.636,0,1740.0,23.0,16.5,17.3,72.0,57.0,,,,
129.905,0,1794.5,23.0,18.0,,,,46.7,100.0,13.7,
130.107,0,1271.0,23.0,40.0,66.3,72.0,,,,,27.0
130.339,0,1426.5,24.0,39.2,,,57.0,46.7,100.0,,
130.483,0,1586.0,26.0,37.3,89.0,,,,,13.7,12.0
130.662,0,1586.0,27.0,34.9,,72.0,58.0,46.7,,,
130.921,2,1672.5,29.0,34.9,,,,,100.0,13.7,14.0
131.133,2,1768.0,31.0,37.3,81.2,72.0,58.0,,,,
131.335,2,1970.0,33.0,38.8,,,,46.7,100.0,13.7,
131.595,2,2062.5,34.0,31.0,78.0,72.0,,,,,21.5
131.749,2,2170.0,36.0,29.8,,,58.0,46.7,100.0,,
131.786,2,2170.0,37.0,29.4,73.3,,,,,13.6,23.0
131.822,2,2170.0,37.0,29.4,,72.0,58.0,46.7,,,
131.861,2,2261.5,37.0,29.0,,,,,100.0,13.6,25.5
131.872,2,2261.5,37.0,28.6,71.0,72.0,59.0,,,,
132.016,2,2261.5,38.0,28.2,,,,46.7,100.0,13.6,
132.286,2,2344.5,39.0,26.3,60.0,72.0,,,,,30.5
132.499,2,2420.0,41.0,23.9,,,59.0,46.7,100.0,,
132.702,2,2476.5,41.0,22.7,48.2,,,,,13.6,35.0
132.926,2,2517.5,42.0,20.0,,73.0,59.0,46.7,,,
133.130,2,2554.5,42.0,17.6,,,,,100.0,13.6,44.0
133.359,2,2554.5,42.0,18.8,27.8,73.0,60.0,,,,
133.566,2,2534.5,42.0,15.7,,,,46.7,100.0,13.6,
133.796,2,2504.0,41.0,16.9,18.8,73.0,,,,,51.5
134.069,2,2474.5,41.0,16.9,,,60.0,46.7,100.0,,
134.288,2,2436.0,40.0,16.5,18.0,,,,,13.6,50.0
134.491,2,2410.5,39.0,16.5,,73.0,61.0,46.7,,,
134.719,2,2371.5,39.0,16.5,,,,,100.0,13.6,50.0
134.921,2,2345.0,38.0,16.5,18.4,73.0,61.0,,,,
135.157,2,2313.5,38.0,16.5,,,,46.7,100.0,13.6,
135.361,2,2258.5,37.0,16.5,18.8,73.0,,,,,50.0
135.557,2,2223.5,37.0,16.1,,,61.0,46.7,100.0,,
135.796,2,2200.5,36.0,16.5,19.6,,,,,13.6,51.0
135.975,2,2167.0,36.0,18.0,,74.0,61.0,46.7,,,
136.180,2,2148.5,35.0,17.3,,,,,100.0,13.6,48.5
136.449,2,2129.0,35.0,17.6,25.5,74.0,60.0,,,,
136.721,2,2114.0,35.0,17.6,,,,46.7,100.0,13.6,
136.926,2,2098.5,35.0,17.6,27.8,74.0,,,,,48.5
137.117,2,2098.5,34.0,18.4,,,60.0,46.7,100.0,,
137.325,2,2092.5,34.0,18.8,31.8,,,,,13.6,46.5
137.579,2,2100.0,35.0,20.0,,74.0,60.0,46.7,,,
137.767,2,2122.5,35.0,20.4,,,,,100.0,13.6,42.0
138.037,2,2161.5,36.0,23.1,44.3,74.0,60.0,,,,
138.307,2,2170.5,36.0,22.0,,,,46.7,100.0,13.7,
138.536,2,2284.0,37.0,22.4,46.7,74.0,,,,,38.0
138.809,2,2346.5,38.0,23.5,,,60.0,46.7,100.0,,
139.066,2,2383.5,40.0,23.1,47.8,,,,,13.7,36.5
139.305,2,2446.0,41.0,23.5,,74.0,60.0,46.7,,,
139.509,2,2565.0,42.0,23.5,,,,,100.0,13.6,36.5
139.737,2,2565.0,43.0,23.1,47.5,74.0,60.0,,,,
139.942,2,2664.5,44.0,20.4,,,,46.7,100.0,13.6,
140.145,2,2607.5,44.0,13.7,5.5,75.0,,,,,3.0
140.393,2,2376.5,44.0,16.1,,,60.0,46.7,100.0,,
140.621,2,2144.5,43.0,15.3,4.3,,,,,13.7,3.0
140.935,2,1926.5,43.0,14.9,,75.0,60.0,46.7,,,
141.186,2,1491.5,42.0,14.1,,,,,100.0,13.6,-3.0
141.429,2,1262.5,42.0,13.7,5.1,75.0,60.0,,,,
141.636,2,1079.0,41.0,12.9,,,,46.7,100.0,13.6,
141.885,2,925.5,41.0,12.5,9.4,76.0,,,,,-1.5
142.046,2,848.0,40.0,12.2,,,60.0,46.7,100.0,,
142.305,0,889.0,40.0,13.3,16.5,,,,,13.7,16.5
142.508,0,1352.0,40.0,13.7,,76.0,60.0,46.7,,,
142.796,0,1352.5,39.0,13.7,,,,,100.0,13.7,22.5
143.057,4,1361.0,39.0,17.6,19.2,77.0,59.0,,,,
143.261,4,1371.5,39.0,18.8,,,,46.7,100.0,13.7,
143.495,4,1369.5,39.0,21.2,42.7,77.0,,,,,30.5
143.805,4,1400.0,39.0,21.6,,,59.0,46.7,100.0,,
144.009,4,1393.5,40.0,23.5,59.2,,,,,13.7,24.5
144.211,4,1421.0,41.0,22.4,,78.0,59.0,46.7,,,
144.442,4,1448.5,41.0,23.9,,,,,100.0,13.7,24.5
144.607,4,1477.0,42.0,23.5,65.1,78.0,59.0,,,,
144.855,4,1501.0,43.0,23.5,,,,45.1,100.0,13.7,
145.101,4,1520.0,43.0,23.5,63.9,78.0,,,,,19.5
145.332,4,1547.5,44.0,21.2,,,59.0,45.1,100.0,,
145.540,4,1547.5,44.0,20.0,52.5,,,,,13.7,11.0
145.809,4,1560.0,44.0,20.0,,79.0,59.0,45.1,,,
146.079,4,1561.0,45.0,17.3,,,,,100.0,13.7,23.0
146.283,4,1559.0,44.0,18.0,39.6,80.0,60.0,,,,
146.505,4,1564.0,44.0,18.0,,,,45.1,100.0,13.6,
146.726,4,1544.5,44.0,18.0,38.0,80.0,,,,,24.5
146.996,4,1537.5,44.0,18.0,,,60.0,45.1,100.0,,
147.241,4,1524.0,43.0,18.0,38.0,,,,,13.6,25.5
147.446,4,1508.5,43.0,18.0,,82.0,60.0,45.1,,,
147.650,4,1502.5,43.0,18.4,,,,,100.0,13.6,24.0
147.919,4,1483.5,42.0,21.6,45.5,82.0,60.0,,,,
148.140,4,1498.0,42.0,20.8,,,,45.1,100.0,13.6,
148.343,4,1477.5,42.0,20.8,48.2,83.0,,,,,21.0
148.583,4,1479.5,42.0,11.8,,,60.0,45.1,100.0,,
148.750,4,1844.5,41.0,10.2,10.2,,,,,13.7,-6.0
148.961,4,1663.0,40.0,13.3,,83.0,60.0,45.1,,,
149.297,4,1414.0,39.0,14.1,,,,,100.0,13.7,-3.0
149.502,4,1102.5,37.0,12.9,10.2,83.0,60.0,,,,
149.757,4,1198.5,37.0,16.5,,,,45.1,100.0,13.7,
150.041,4,1721.5,35.0,17.6,28.6,83.0,,,,,36.5
150.272,4,1563.0,35.0,17.3,,,60.0,45.1,100.0,,
